file	status	slides	text_chars	sample
D:\Project\Project-On\CANTIQUE D'ADORATION\Je veux monter sur la montagne.ppt	OK	6	1164	139. JE VEUX MONTER SUR LA MONTAGNE ( E ) Je veux monter sur la montagne C’est là que l’on rencontre Dieu C’est là que la joie nous inonde Et que pour s’ouvre les cieux Je veux laisser les joies du monde Et me tenir tout
D:\Project\Project-On\CANTIQUE D'ADORATION\JE VEUX N'ÊTRE QU'À TOI. cantique pptx.ppt	OK	7	844	JE VEUX N'ÊTRE QU'À TOI | Chris Christensen / Thierry Ostrini Clé : Si bémol | Reçois de moi le parfum qui t'est dû, La beauté de ton Nom en mon âme éperdue. Je veux n'être qu'à toi Jésus, je t'aime. | Reçois du peu que 
D:\Project\Project-On\CANTIQUE D'ADORATION\Je viens pour glorifier son nom.ppt	OK	3	459	202. JE VIENS POUR GLORIFIER SON NOM ( Eb ) Je viens pour glorifier Son Nom Je viens pour glorifier Son Nom Je viens pour glorifier le Nom du seigneur Je viens pour glorifier Son Nom | Rendons Gloire au Nom du Seigneur R
D:\Project\Project-On\CANTIQUE D'ADORATION\Je viens pour t'adorer.ppt	OK	5	718	Je viens pour t’adorer Je viens pour t’adorer Toi la lumière qui a vu nos ténèbres Ouvre mes yeux, je veux voir Grâce et bonté que mon cœur adore Mon âme soupire après toi | Je viens pour t’adorer Je viens me prosterner 
D:\Project\Project-On\CANTIQUE D'ADORATION\Je vois l'état pitoyable de la terre.ppt	OK	8	1407	149. LE TEMPS DE LA FIN ( F ) * Je vois l’état pitoyable de la terre, Des foules amassent pour leur gain propre, Peinant pour l’aisance et le confort, Elles ne voient pas que tout est vain, C’en est fait d’elles. | La fi
D:\Project\Project-On\CANTIQUE D'ADORATION\Je voudrai vivre.ppt	OK	1	236	346.JE VOUDRAI VIVRE ( E ) * Je voudrais vivre. Comme Il voudrait que je vive Et lui donner Jusqu’à ce qu’il n’y ait plus à donner Je veux L’aimer Jusqu’à épuiser l’amour Car je ne saurais sur aimer mon Seigneur.
D:\Project\Project-On\CANTIQUE D'ADORATION\JEHO.ppt	OK	1	211	337.JE DESIRE TANT SEIGNEUR ( G ) Je désire tant Seigneur, être comme Toi; Je désire tant Seigneur, être semblable à Toi; Dans mon voyage, de la terre à la gloire; Je voudrais tant Seigneur, être comme Toi.
D:\Project\Project-On\CANTIQUE D'ADORATION\J'entends le Sauveur dire.ppt	OK	6	628	41. JESUS PAYA TOUT ( D ) * J’entends le Sauveur dire: «Malgré ta moindre force, Faible enfant, veille et prie, Trouves en moi tout ton tout.» | Jésus paya tout Et je lui dois tout; De mes péchés cramoisis Il m’a lavé co
D:\Project\Project-On\CANTIQUE D'ADORATION\J'entends ta douce voix.ppt	OK	8	871	35. J’ENTENDS TA DOUCE VOIX (Eb) * J’entends Ta douce voix, Jésus, je viens à Toi. Je viens, ô Sauveur, lave-moi Dans le sang de la croix. | Jésus, Roi des rois, Qui mourut pour moi, Je veux mourir avec Toi, Avec Toi sur
D:\Project\Project-On\CANTIQUE D'ADORATION\J'entends une voix.ppt	OK	6	1187	J’entends une voix Depuis la porte céleste Monte mon enfant vers ton appel élevé Tu as choisi, le chemin difficile Voici une grande du ciel t’attend | Mon réconfort dans les peines, appui dans les tourments. Il m’invite 
D:\Project\Project-On\CANTIQUE D'ADORATION\JERICHO.ppt	OK	8	1286	140. JERICHO ( E ) * Tout le peuple d’Israël Dirigé par l’Éternel Vient de franchir le Jourdain Par un miracle divin; Mais un obstacle puisant; Juste au seuil du Canaan, Vient arrêter leur entrain C’est la pierre Jéricho
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus brise qse tient devant toi.ppt	OK	1	147	Se tient devant toi BRISE TOUTE CHAINE ( Bb ) Jésus se tient devant toi Dis lui ce que tu veux Si tu veux le Saint Esprit Si tu veux la guérison
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus brise toute chaîne.ppt	OK	7	465	244. JESUS BRISE TOUTE CHAINE ( Bb ) Jésus brise toute chaîne (3x) Car Il me libère ! | Je suis maintenant sur l’autel (3x) Qui fut dressé pour moi | Je ne douterai pas mon Sauveur (3x) Car Il me purifie | Je me pose sur
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus Christ est ma sagesse.ppt	OK	8	923	36. JESUS CHRIST EST MA SAGESSE ( G ) * Jésus Christ est ma sagesse, Il éclaire mon chemin, Et je marche, en ma faiblesse, Conduit par sa sûre main. | Il éclaire mon chemin, Il éclaire mon chemin, Et je marche, en ma fai
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus est au milieu de nous.ppt	OK	3	588	Jésus est au milieu de nous Son Esprit Saint descend sur nous Sa douce voix l’entendez-vous? Je veux vous bénir tous Je veux vous bénir tous Sa douce voix l’entendez-vous? Je veux vous bénir tous | Jésus est au milieu de
D:\Project\Project-On\CANTIQUE D'ADORATION\JESUS EST ICI  et JESUS EST VIVANT .ppt 2.ppt	OK	19	2235	JESUS EST ICI/JESUS CHRIST EST VIVANT. JESUS EST ICI/POUR PRECHER SA PAROLE JESUS EST ICI/POUR SAUVER LES PECHEURS; | QUAND LES GENS DISENT, C’EST FINI POUR MOI IL INTERVIENT A LA DERNIERE MINUTE IL NE MANQUE JAMAIS SES 
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus est le grand libérateur.ppt	OK	10	1431	348.JESUS EST LE GRAND LIBERATEUR. ( E ) * Mon âme et mon cœur étaient liés du fond des chaînes du péché Mon libérateur m’a affranchi pour l’adorer | Oh ! Jésus est le grand Libérateur Qui a délivré mon cœur Oh ! Jésus e
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus est le vrai roi de mon coeur.ppt	OK	8	1282	551.JESUS EST LE VRAI ROI DE MON CŒUR Quand ma vie s’écoulait, Triste et sans but, Privée de joie, de paix, De plein salut, Alors, ont brillé sur mon cœur souillé, La lumière et l’amour de Jésus. | Jésus est le vrai Roi 
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus Jésus Jésus Jésus.ppt	OK	8	989	39. JESUS, JESUS, JESUS, JESUS ( Eb ) * Jésus, Jésus, Jésus, Jésus Seul Nom que mon cœur aime, Je voudrais ne prononcer plus Qu’un seul mot, ce nom même | Oh combien j’aime ce beau Nom! Oh combien j’aime ce beau Nom! Oh 
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus la lumière du monde.ppt	OK	8	1066	141. JESUS LA LUMIERE DU MONDE ( Ab ) * Saints de Lumière, proclamez: Jésus la lumière du monde; Miséricorde en Son Nom, Jésus la lumière du monde. | Oui, nous marcherons, dans la lumière, Là où la miséricorde est versée
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus m'aime.ppt	OK	6	612	349.JESUS M’AIME ( mb ) * Jésus m’aime Je le sais, Car la Bible me le dit; Les enfants Lui appartiennent, Ils sont faibles, Lui est fort. | Oui, Jésus m’aime, Oui, Jésus m’aime, Oui, Jésus m’aime, La Bible me le dit. | *
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus nous t'aimons.ppt	OK	1	178	279.GLORIFIE TON NOM ( D ) Jésus nous t’aimons Nous te louons Et nous t’adorons Glorifie Ton Nom, sur la terre Glorifie Ton Nom, Glorifie Ton Nom Glorifie Ton Nom sur la terre.
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus nous te courronons.ppt	OK	1	293	476.JESUS NOUS TE COURONNONS ( G ) Jésus nous Te couronnons, Nous Te proclamons Roi Présent au milieu de nous Nous T’ élevons par nos chants Nous T’adorons, nous T’exaltons ; Viens établir Ton trône éternel Par nos louan
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus par ton sang précieux.ppt	OK	6	1161	142a. JESUS PAR TON SANG PRECIEUX ( Bb ) * Jésus, par Ton sang précieux, Enlève mon iniquité, Regarde-moi du haut des cieux, Dis-moi que Tu m’as pardonné J’ai longtemps erré, cœur rebelle, Mais j’entends Ta voix qui m’ap
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus paya tout.ppt	OK	6	628	41. JESUS PAYA TOUT ( D ) * J’entends le Sauveur dire: «Malgré ta moindre force, Faible enfant, veille et prie, Trouves en moi tout ton tout.» | Jésus paya tout Et je lui dois tout; De mes péchés cramoisis Il m’a lavé co
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus prit mes péchés.ppt	OK	1	239	350.JESUS PRIT MES PECHES( A ) Jésus pris mes péchés Et les jeta dans la mer Et les jeta dans la mer Et les jeta dans la mer Maintenant j’ai la paix De ce qu’Il m’a racheté En payant toute ma dette En payant toute ma det
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus quitta le trône de son père.ppt	OK	8	1231	42a. JESUS QUITTA LE TRONE DE SON PERE ( Eb ) Jésus quitta le trône de son père Et descendit ici-bas sur la terre Il accepta la crèche pour berceau Lui, Roi des rois, le Fils du Dieu très haut ! | Oh ! Oui, c’est vrai Je
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus révient alléluia !.ppt	OK	1	226	568.JESUS REVIENT, ALLELUIA ! Jésus revient, alléluia ! (3x) Alléluia ! Alléluia ! Seras-tu prêt quand Il viendra ? (2x) Si tu es prêt, Il te prendra, Alléluia ! Alléluia ! Maranatha ! Alléluia ! (3x) Alléluia ! Alléluia
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus soit avec vous.ppt	OK	8	1132	43. JESUS SOIT AVEC VOUS ( F) * Jésus soit avec vous à jamais, Vous guidant avec sagesse, Vous entourant de tendresse, Vous remplissant toujours de Sa paix | Avec vous toujours, avec vous ! Oui, qu’Il soit tous les jours
D:\Project\Project-On\CANTIQUE D'ADORATION\Jésus Tu es le centre de ma joie.ppt	OK	5	991	37. JESUS, TU ES LE CENTRE DE MA JOIE ( C ) Jésus, Tu es le centre de ma joie Ce qui est bon et parfait vient de Toi Tu es la source de mon bonheur Tout ce dont j’ai besoin Jésus, Tu es le Centre de ma joie. | 1. Lorsque
D:\Project\Project-On\CANTIQUE D'ADORATION\J'étais érant plus loin de Dieu.ppt	OK	12	1368	44. J’ETAIS ERRANT ( Ab ) * J’étais errant plus loin de Dieu, Maintenant je reviens, Le péché, longtemps, j’ai suivi Seigneur, je reviens. | Chœur Je reviens, je reviens, Pour ne plus errer Ouvre Tes larges bras d’amour,
D:\Project\Project-On\CANTIQUE D'ADORATION\J'étais errant.ppt	OK	12	1296	44. J’ETAIS ERRANT ( Ab ) * J’étais errant plus loin de Dieu, Maintenant je reviens, Le péché, longtemps, j’ai suivi Seigneur, je reviens. | Je reviens, je reviens, Pour ne plus errer Ouvre Tes larges bras d’amour, Seign
D:\Project\Project-On\CANTIQUE D'ADORATION\J'étais perdu dans ce monde.ppt	OK	2	399	351.J’ETAIS PERDU DANS CE MONDE. ( Ab ) * J’étais perdu dans ce monde, Loin de Ta face, Oh ! Seigneur Tu m’as aimé, Tu m’as cherché, Tu m’as sauvé Seigneur Jésus. | Chœur Merci, merci, Jésus de tout cœur, Je Te loue Jésu
D:\Project\Project-On\CANTIQUE D'ADORATION\J'irai partout, ma croix sur les épaules.ppt	OK	6	1160	352.J’IRAI PARTOUT. ( C ) Chœur : J’irai partout ! (x2) Ma croix sur les épaules Partout où je serai Je porterai ma croix Dans toute ma vie, pour la gloire Du Seigneur Jésus Christ A oui ! Je porterai Ma croix sur les ép
D:\Project\Project-On\CANTIQUE D'ADORATION\J'irai partout.ppt	OK	15	3062	352.J’IRAI PARTOUT. ( C ) J’irai partout ! J’irai partout ! Ma croix sur les épaules Partout où je serai Je porterai ma croix Dans toute ma vie, pour la gloire Du Seigneur Jésus Christ A oui ! Je porterai Ma croix sur le
D:\Project\Project-On\CANTIQUE D'ADORATION\Jour après jour doux Jésus.ppt	OK	6	1413	281.JOUR APRES JOUR, DOUX JESUS ( Bb ) Je ne suis qu’un humain Juste qu’un homme Aides-moi pour être Plus que je suis Et faire ce que je peux Montres-moi ton chemin Je t’en supplie Seigneur prend ma main Enseignes-moi Jo
D:\Project\Project-On\CANTIQUE D'ADORATION\KOBANGA ELOKO TE.ppt	OK	1	180	KOBANGA ELOKO TE ZALA NA KIMIA/ YESU AZALI TALA SE EPAYI NA YE AKOSUNGA YO /YE MOLONGI KOBANGA MOYINI TE ZALA NA KIMIA OKOLONGA NA KOMBO OY’A YESU, MOYINI A KIMI MPE OLONGI (x2)
D:\Project\Project-On\CANTIQUE D'ADORATION\KOTEMA BILA YESU.ppt	OK	4	586	KOTEMA BILA YESU | 1. Kotema bila Yesu Kosala mpo na Ye Kobunda na makasi Satana mpe mabe Kobila nkolo Yesu Mobikisi na biso Ajali na makasi Ayoki nsomo te. | 2. Mokonji na likolo Mokonji mpe na nse Apusi bato nyonso Aja
D:\Project\Project-On\CANTIQUE D'ADORATION\KUNA NA EKULUSU cantique fr anicet 2009.ppt	OK	5	521	1.KUNA NA EKULUSU NA NGOMBA NA GOLGOTHA ATANGISAKI MAKILA NA YE MPO NA NGAI MOTO NA MASUMU | 2. NKOLO OYO AKELAKI LIKOLO NA NSE ATIKAKI LOKUMU MPE NKEMBO MPO NA NGAI MOTO NA MASUMU. | 3. YESU MWANA NA MPATE ADIMAKI LIWA 
D:\Project\Project-On\CANTIQUE D'ADORATION\La Bible dit.ppt	OK	6	1064	270. LA BIBLE DIT ( C) La bible dit / notre ennemi Le père de mensonge / le meurtrier Mort sur la croix / oh à Golgotha Jésus-Christ / l’a vaincu | Ah ah Alléluia / Alléluia Jésus-Christ / Alléluia Je suis sauvé / Allélu
D:\Project\Project-On\CANTIQUE D'ADORATION\La clé.ppt	OK	6	1016	276.LA CLE ( Bb) Tu as le cœur tout brisé Tu cherches le bonheur parfait Tu ne l’as pas encore trouvé Veux-tu en posséder la clé ? La clé, la clé, la clé du bonheur c’est Jésus (x2) | Tu voudrais refléter la joie Quand t
D:\Project\Project-On\CANTIQUE D'ADORATION\La loi de la confession.ppt	OK	15	1519	LA LOI DE LA CONFESSION Des lèvres des mortels Sortit la Parole, Cette Parole de vie se matérialisa, Rendant féconds les stériles, Rendant la vue aux aveugles ; La loi de la confession est une réalité. | O Elohim, Toi l’
D:\Project\Project-On\CANTIQUE D'ADORATION\Là m'attend un joyeux lendemain.ppt	OK	8	1225	68. LA M’ATTEND UN JOYEUX LENDEMAIN ( Ab ) * Là m’attend un joyeux lendemain, Où portes perlées s’ouvrent large. La vallée de peines traversée, De l’autre côté je camperai. | Un jour, hors de la porte des mortels Un jour
D:\Project\Project-On\CANTIQUE D'ADORATION\La nuée de Gloire avance.ppt	OK	2	494	478.LA NUEE DE LA GLOIRE ( C ) Chœur : La nuée de gloire, avance J’avance avec elle, J’avance avec elle, x2 * Que Ton Esprit s’élève Que Ta foi soit renouvelée Viens, avançons tous ensemble Si tu la suis toujours Tu iras
D:\Project\Project-On\CANTIQUE D'ADORATION\La présence du Seigneur.ppt	OK	1	249	259. LA PRESENCE DU SEIGNEUR ( E ) Oui certainement la présence du Seigneur est ici Je peux sentir Sa toute puissance et Sa grâce ; Je peux entendre les ailes des anges et Sa gloire sur le visage ; Oui certainement, la p
D:\Project\Project-On\CANTIQUE D'ADORATION\La vieille croix rugueuse.ppt	OK	8	1322	47. LA VIEILLE CROIX RUGUEUSE ( Bb ) * Sur une colline lointaine, Se tenait une vieille croix; Emblème de souffrance et de honte; Et j’aime cette vieille croix Où le très cher mourut Pour un monde de pécheurs perdus. | A
D:\Project\Project-On\CANTIQUE D'ADORATION\La voix du Seigneur m'appelle.ppt	OK	10	1231	48. LA VOIX DU SEIGNEUR M’APPELLE ( C ) * La voix du Seigneur m’appelle; Prends ta croix et viens, suis-moi ! Je réponds : « Sauveur fidèle, Me voici, je suis à toi! » | Jusqu’au bout je veux te suivre, Dans les bons les
D:\Project\Project-On\CANTIQUE D'ADORATION\L'agneau qui été immolé.ppt	OK	3	514	358.L’AGNEAU QUI A ETE IMMOLE ( D ) L’Agneau qui a été immolé Tu es digne de recevoir la puissance (x2) L’Agneau qui a été immolé Tu es digne de recevoir la richesse (x2) | L’Agneau qui a été immolé Tu es digne de recevo
D:\Project\Project-On\CANTIQUE D'ADORATION\Laisse-les.ppt	OK	8	1361	245. LAISSE-LES ( G ) Si le monde te privait De son argent et son or Et que tu dois vivre Avec les moindres frais Souviens-toi dans Sa Parole Il nourrit même les oiseaux Abandonne tes fardeaux A ton Seigneur. | Laisse-le
D:\Project\Project-On\CANTIQUE D'ADORATION\L'Amour de Dieu est plus grand que l'ange.ppt	OK	6	1205	107a. AMOUR DE DIEU ( Eb ) L’Amour de Dieu Est plus grand que langues Ou plumes ne peuvent exprimer Il va au-delà de la plus haute étoile Il atteint le plus bas enfer Le coupable sentant son poids Dieu donna son fils pou
D:\Project\Project-On\CANTIQUE D'ADORATION\L'amour de Dieu est si merveilleux.ppt	OK	1	200	107a. L’AMOUR DE DIEU ( Eb ) L’Amour de Dieu est si merveilleux (x2) Il est si haut qu’on ne peut surmonter Il est si bas qu’on ne peut renverser Il est si large qu’on ne peut renverser Oh quel amour
D:\Project\Project-On\CANTIQUE D'ADORATION\L'amour de Dieu projeté vers le monde.ppt	OK	7	1557	* L’amour de Dieu projeté vers le monde M’a donné un Sauveur Puissant vainqueur, Jésus Christ Agneau immolé * L’amour de Dieu projeté vers mon être A produit une expiation pour mes maladies, pour mes péchés, Alléluia | O
D:\Project\Project-On\CANTIQUE D'ADORATION\L'amour de Dieu.ppt	OK	6	1216	107a. L’AMOUR DE DIEU ( Eb ) L’Amour de Dieu est plus grand que langues Ou plumes ne peuvent exprimer Il va au-delà de la plus haute étoile Il atteint le plus bas enfer Le coupable sentant son poids, Dieu donna son fils 
D:\Project\Project-On\CANTIQUE D'ADORATION\L'amour m'a sauvé.ppt	OK	6	1192	143. L’AMOUR M’A SAUVE ( Bb ) * Dans le péché je sombrais, Loin de la rive de paix, Au dedans si fort souillé, Au point de non-retour; Mais le Maître de la mer Perçut mon cri d’angoisse, Des eaux il m’a tiré et Je suis s
D:\Project\Project-On\CANTIQUE D'ADORATION\L'ancien évangile.ppt	OK	22	2399	144. L’ANCIEN EVANGILE ( Ab ) * C’est encore l’ancien Saint Esprit, Et Satan ne peut l’approcher, C’est pourquoi les peuples Le craignent Mais Il est si bon pour moi. | (Donne-moi) l’ancien Evangile (Donne-moi) l’ancien 
D:\Project\Project-On\CANTIQUE D'ADORATION\Le ciel s'abat.ppt	OK	7	1538	402. LE CIEL S’ABAT ( Bb ) Le Ciel s’abat ! La gloire est dans mon cœur, Car sur la croix, le Seigneur m’a sauvé Mon cœur rempli de joie Et ma vie est transformée Le Ciel s’abat ! La gloire est dans mon cœur. | * Oh ! Qu
D:\Project\Project-On\CANTIQUE D'ADORATION\Le combat est dur.ppt	OK	6	511	LE COMBA EST DUR Le combat est dur À la vie, à la mort Le chemin rocailleux Mais c’est ça la voie | L’Eternel des armées Combat pour moi Et il m’amènera Tout droit dans mon adoption | Oh ! Qui es-tu ? Grande montagne Dev
D:\Project\Project-On\CANTIQUE D'ADORATION\Le Dieu puissant c'est Jésus.ppt	OK	8	1456	359.LE DIEU PUISSANT C’EST JESUS ( G ) * Le Dieu puissant, c’est Jésus; C’est le prince de paix, Le père de l’Éternité; Et le Roi de beauté, Le Merveilleux en sagesse Par qui toute chose est faite. La plénitude divine En
D:\Project\Project-On\CANTIQUE D'ADORATION\Le feu divin.ppt	OK	2	462	145a. LE FEU DIVIN ( G ) * Le feu divin brûle en mon cœur (4x) J’aime Jésus de tout mon cœur (4x) Mon cœur Le loue avec ferveur (4x) Alléluia, Gloire à Son Nom (4x) Jésus revient pour me chercher (4x) Oh ! Reçois Le de t
D:\Project\Project-On\CANTIQUE D'ADORATION\Le grand jour s'est levé.ppt	OK	8	1445	50. LE GRAND JOUR S’EST LEVE ( C ) * Le grand jour s’est levé Dieu nous a visité. Voici des temps nouveaux, Chantons gloire à l’Agneau. Nous recevons de Christ Ce qu’il avait promis: Le Saint-Esprit est là. | Le Saint-Es
D:\Project\Project-On\CANTIQUE D'ADORATION\Le grand médecin.ppt	OK	8	1020	51. LE GRAND MEDECIN ( Eb ) * Le Grand Médecin est ici maintenant, Le compatissant Jésus Réconforte le cœur brisé. Écoute la voix de Jésus! | Le son plus doux des Séraphins, Le nom plus doux pour les mortels, Le Chant pl
D:\Project\Project-On\CANTIQUE D'ADORATION\Le jour de la redemption.ppt	OK	8	1331	146. LE JOUR DE LA REDEMPTION ( Ab ) Les nations se disloquent, Israël se réveille, Les signes que les prophètes prédirent; Les jours des gentils comptés, encombrés d’horreur, Bientôt sera l’éternité. | Le jour de la réd
D:\Project\Project-On\CANTIQUE D'ADORATION\Le lys de la vallée (2).ppt	OK	6	1267	147. LE LYS DE LA VALEE ( F ) J’ai trouvé en Jésus, l’ami qui est toute chose pour moi, C’est le plus beau d’entre dix mille pour mon âme, Il est le Lys de la vallée et en Lui seul je trouve Ma purification et ma guériso
D:\Project\Project-On\CANTIQUE D'ADORATION\Le lys de la vallée.ppt	OK	6	1267	147. LE LYS DE LA VALEE ( F ) J’ai trouvé en Jésus, l’ami qui est toute chose pour moi, C’est le plus beau d’entre dix mille pour mon âme, Il est le Lys de la vallée et en Lui seul je trouve Ma purification et ma guériso
D:\Project\Project-On\CANTIQUE D'ADORATION\Le Maître est là qui t'appelle.ppt	OK	10	901	52. LE MAITRE EST LA QUI T’APPELLE ( G ) Le Maître est là qui t’appelle : Lève-toi donc, ô pécheur ! Réponds à Sa voix fidèle ; C’est ton Dieu, c’est ton Sauveur. | Viens à Lui, viens à Lui, Viens à Jésus aujourd’hui ! |
D:\Project\Project-On\CANTIQUE D'ADORATION\Le messie n'était pas né dans une maternité.ppt	OK	5	1178	266. LE MESSIE ( Am) Le Messie n’était pas né / Dans une maternité C’était dans une étable / Qu’Il avait vu le soleil Les gens dirent qu’Il était / Un enfant illégitime C’est ainsi que les hommes / ont reçu le Roi des ro
D:\Project\Project-On\CANTIQUE D'ADORATION\Le nom de Jésus est si doux.ppt	OK	10	1123	53. LE NOM DE JESUS EST SI DOUX ( D ) Le nom de Jésus est si doux De Dieu désarmant le courroux Il nous appelle au rendez-vous Précieux nom de Jésus | Jésus ! Béni soit ton nom ! Jésus ! Oh ! Merveilleux don Jésus ! Supr
D:\Project\Project-On\CANTIQUE D'ADORATION\Le Seigneur m'aime.ppt	OK	20	1559	56. LE SEIGNEUR M’AIME (F) * Le Seigneur m’aime, Bonheur suprême, Le Seigneur m’aime, Il est amour ! | Je redirai toujours; Le Seigneur m’aime, Le Seigneur m’aime, Il est amour. | * Dans la misère La plus amère, Dans la 
D:\Project\Project-On\CANTIQUE D'ADORATION\Le soleil couché.ppt	OK	4	645	57. LE SOLEIL COUCHE ( Eb ) * Le Soleil couché, merveilleux matin, Avec le Sauveur commence le Ciel, Plus de peines terrestres, O glorieuse aurore; Le Soleil couché, le jour s’en va. | * Le soleil couché, nuages ne sont 
D:\Project\Project-On\CANTIQUE D'ADORATION\Le temps de la fin.ppt	OK	6	1091	149. LE TEMPS DE LA FIN ( F ) * Je vois l’état pitoyable de la terre, Des foules amassent pour leur gain propre, Peinant pour l’aisance et le confort, Elles ne voient pas que tout est vain, C’en est fait d’elles. | La fi
D:\Project\Project-On\CANTIQUE D'ADORATION\Le temps de laa fin.ppt	OK	6	1086	149. LE TEMPS DE LA FIN ( F ) * Je vois l’état pitoyable de la terre, Des foules amassent pour leur gain propre, Peinant pour l’aisance et le confort, Elles ne voient pas que tout est vain, C’en est fait d’elles. | La fi
D:\Project\Project-On\CANTIQUE D'ADORATION\Le vent souffle à nouveau.ppt	OK	10	1073	361.LE VENT SOUFFLE A NOUVEAU ( F ) * Le vent souffle à nouveau (x4) Tout comme au jour de la Pentecôte Le vent souffle à nouveau. (x2) | * La croix appelle à nouveau (x4) Tout comme au jour de la Pentecôte La croix appe
D:\Project\Project-On\CANTIQUE D'ADORATION\Les fenêtres du ciel sont ouvertes.ppt	OK	2	337	363.LES FENETRES DU CIEL SONT OUVERTES ( Bb ) Les fenêtres du Ciel sont ouvertes, Les bénédictions tombent ce soir, Y a joie, joie, joie dans mon cœur, Car Jésus Christ arrange toutes choses; | Je Lui avais remis mes hai
D:\Project\Project-On\CANTIQUE D'ADORATION\Les flots du temps nous entraînent.ppt	OK	8	1860	364.LES FLOTS DU TEMPS NOUS ENTRAINENT ( G ) * Les flots du temps nous entraînent, mais ce n’est plus pour longtemps; Nuages orageux de la nuit Feront place au jour clair. Alors prenons tous courage Car nous ne sommes pa
D:\Project\Project-On\CANTIQUE D'ADORATION\Les rachetés adorent.ppt	OK	4	322	365.LES RACHETES ADORENT ( D ) *Les rachetés adorent l’Agneau qui a été immolé Les rachetés adorent l’Agneau qui a été immolé | Alléluia! Alléluia A l’Agneau immolé (x2) | Chantons un cantique de victoire A l’Agneau immo
D:\Project\Project-On\CANTIQUE D'ADORATION\L'étincelle suffit.ppt	OK	3	699	277.L’ETINCELLE SUFFIT ( E ) L’étincelle suffit/ pour provoquer un feu Bientôt ceux qui sont près/ peuvent alors se réchauffer. L’Amour de Dieu est comme cela Une fois expérimentée/ tu répandras Son grand Amour Tu voudra
D:\Project\Project-On\CANTIQUE D'ADORATION\LIBRES DE NOS CHAINES.ppt	OK	8	888	LIBRES DE NOS CHAINES Libres de nos chaînes Nous marchons vers toi Ta main souveraine Affermit nos pas Armée de lumière Couronnes d’éclat Soyons sur la terre Messagers de joie. | Chœur Alléluia Que ton, règne vienne Mara
D:\Project\Project-On\CANTIQUE D'ADORATION\L'itinérant prédicateur.ppt	OK	6	964	482.L’ITINERANT PREDICATEUR ( Ab) * L’itinérant Prédicateur parcourait le pays, Un fusil sur son épaule et une Bible dans sa main; Parlant aux gens de la prairie d’un bon Pays promis; Il chevauchait en chantant. | Reposa
D:\Project\Project-On\CANTIQUE D'ADORATION\Lorsqu'à la tombée du jour.ppt	OK	10	965	150. LORSQU’A LA TOMBEE DU JOUR ( G ) Lorsqu’à la tombée du jour J’arriverai à la rivière Et que le vent de tristesse Aura soufflé pour la dernière fois | (Je n’aurai pas à traverser A traverser le Jourdain tout seul) (x
D:\Project\Project-On\CANTIQUE D'ADORATION\Lorsqu'à la tombée du jour2.ppt	OK	10	1220	150. LORSQU’A LA TOMBEE DU JOUR ( G ) Lorsqu’à la tombée du jour J’arriverai à la rivière Et que le vent de tristesse Aura soufflé pour la dernière fois | (Quelqu’un m’attandra làbà pour m’indiqué le chemin Je n’aurai pa
D:\Project\Project-On\CANTIQUE D'ADORATION\LOUE L'ETERNEL CAR IL EST BON  Ab.ppt	OK	5	760	485.LOUEZ L’ETERNEL CAR IL EST BON ( Ab ) * Alléluia ! Louez l’Eternel Car Il est bon, car Sa miséricorde Dure à toujours Dure à toujours Amen ! Dure à toujours Amen ! | * Vous Tous venez Louons l’Eternel ! Il est pour n
D:\Project\Project-On\CANTIQUE D'ADORATION\Louez l'Eternel car Il est bon.ppt	OK	5	760	485.LOUEZ L’ETERNEL CAR IL EST BON ( Ab ) * Alléluia ! Louez l’Eternel Car Il est bon, car Sa miséricorde Dure à toujours Dure à toujours Amen ! Dure à toujours Amen ! | * Vous Tous venez Louons l’Eternel ! Il est pour n
D:\Project\Project-On\CANTIQUE D'ADORATION\L'un d'entre eux.ppt	OK	8	1691	151. L’UN D’ENTRE EUX ( Ab ) * Il y a presque partout des peuples Dont les cœurs enflammés Par le feu purifiant Descendu à la pentecôte, Et il brûle maintenant dans tout mon cœur, A son Nom la gloire ! Je suis heureux de
D:\Project\Project-On\CANTIQUE D'ADORATION\Ma foi regarde à toi.ppt	OK	3	504	59. MA FOI REGARDE A TOI ( Eb ) * Ma foi regarde à Toi, Toi, Agneau du calvaire, Sauveur divin; Écoute-moi quand je prie, Ôtes tous mes péchés, O laisse-moi dès ce jour être à Toi. | * Que Ta grâce infinie Purifie mon cœ
